complete_name	location	legislation	network	year_established	core_area_ha	buffer_area_ha
Pasil Reef Marine Protected Area	null Catarman Camiguin	Catarman CRM Code of 2011	null	2011	27.26	0
Ipil Fish Sanctuary	Ipil Bongao Tawi Tawi	MO #177 S-2009	null	2009	27.41	0
Ubay Marine Protected Area	null Tubigon Bohol	Municipal Ordinance Mun Ord 16-2003	null	2006	27.5	0
Santiago MPA	null Caraga Davao Oriental	NA	null	0	27.61	0
Bitoon Marine Sanctuary	Bitoon Dumanjug Cebu	Municipal Ordinance Mun. Ord No. 05-1997	null	1997	27.85	0
Iniban Marine Sanctuary	Iniban Ayungon Negros Oriental	SB resolution No. 229, series of 1996

Amended Municipal Ordinance No. 3, series of 2008	null	1996	27.86	0
Placer Marine Sanctuary Project	Sani-Sani Placer Surigao Del Norte	Ordinance on Process	null	2013	27.9	0
Gui-ob Fish Sanctuary	Malalison Island Culasi Antique	NA	null	1991	28	0
Ayoke Island Marine Protected Area	General Island Cantilan Surigao Del Sur	Municipal Ordinance No. 16 Series of 2005	Lanuza Bay Development Alliance (LBDA)	2005	28	0
Linawan Municipal Fish Sanctuary	null Anda Bohol	Municipal Ordinance MO# 07-12-99	null	1999	28	0
Concepcion Marine Reserve, Ruyukan Channel	null Busuanga Palawan	MO 3, s.2006	null	2006	28	0
Canhabagat Marine Park	Canhabagat Medellin Cebu	Municipal Ordinance  Mun Ord  090-2003	null	2003	28	0
Mabua Marine Protected Area	Mabua Tandag Surigao Del Sur	Municipal Ordinance MO# 8-s-2006	Lanuza Bay Development Alliance (LBDA)	2006	28	0
Bangongbanwa Marine Reserve and Sanctuary	null Guiuan Eastern Samar	Municipal Ordinance Mun Ord  02-1998	null	1992	28	0
Culasian-Teniapan (CuTe) Marine Protected Area	null San Pablo Zamboanga Del Sur	Municipal Ordinance IBRA 9 Unified Ordinance # 1, Resolution No. 271030	null	2006	28	0
Malalison Island Marine Sanctuary	null Culasi Antique	Municipal Ordinance Mun Ord  05-1990	null	1991	28	0
General Island Marine Protected Area	General Island Cantilan Surigao Del Sur	Municipal Ordinance Municipal Ordinance # 16 series of 2005	Lanuza Bay Development Alliance (LBDA)	2005	28	0
Poblacion MPA	null null Misamis Occidental	NA	null	2008	28	0
Calagcalag Fish Sanctuary	null Ayungon Negros Oriental	Municipal Ordinance Mun Ord  01-1991; Mun. Res. No. 01 Seroes 1991; Mun. Res. No. 137-1989	null	1988	28	0
Son-ok Fish Sanctuary	null Pintuyan Southern Leyte	Municipal Ordinance No. 1995-01	null	1995	28	0
Concepcion Marine Protected Area	Concepcion Tabina Zamboanga Del Sur	Municipal Ordinance 03-91	null	2002	28	0
Bagonbanua Marine Reserve and Sanctuary	Trinidad Guiuan Eastern Samar	Ordinance No. 02,Series of 1998 (Ordinance No. 30, Series of 1992) Sec. 5D	null	1998	28.31	1
Carenahan Fish Reserve	null null null	MO No. 594; s2003-14	null	2003	28.37	0
Tagaliling Marine Protected Area	Tamisan Mati Davao Oriental	City Ordinance No. 69 Series of 2011	null	2011	28.79	0
Lakyajon Marine Sanctuary	Poblacion 2 Burgos Surigao Del Norte   / Poblacion 1 Burgos Surigao Del Norte	Lakyajon Marine Sanctuary Ordinance No. 1 Series of 2009	null	2009	28.887	0
Basiao Point to Kasag Point at Lapinig	null Pres. Carlos P. Garcia Bohol	Combination PP# 2152, MO# C-004	null	0	29	0
Isla Sto. Nino Brgy. Aldana Manila Bay	null Las Pi�as Metropolitan Manila	NA	null	0	29	0
Calibunan Marine Sanctuary	Calibunan Cabadbaran Agusan del Norte	Municipal Ordinance	null	1997	29	0
Cabadbaran Fish Sanctuary	Calibunan Cabadbaran Agusan del Norte	Municipal Ordinance No. 04-97	null	1997	29.0386	0
Tagudtungan Fruit Bats, Seagrass and Coral Reef Sanctuary	null Parang Maguindanao	NA	null	0	29.04	0
Cahayagan Marine Fish Sanctuary	Cahayagan Carmen Agusan del Norte	Municipal Ordinance Mun Ord No. 05-2003	null	2003	29.04	0
Julita Fish Sanctuary	NA	-	null	2008	29.1542	0
Agpangi Fish Sanctuary	null null null	-	null	2004	29.5	0
Mampio Marine Sanctuary	null null null	MO 01-2009	null	2009	29.52	0
Surip-Olanen Marine Protected Area	null Bani Pangasinan	NA	null	2004	29.7	0
Betaug Reef Fish Sanctuary	null Daram Samar	Municipal Ordinance Mun. Ord. (specific number not obtained)	null	1996	29.95	0
Baobaon Fish and Marine Sanctuary	null Plaridel Misamis Occidental	NA	null	2002	30	0
Ando Fish Sanctuary	null Borongan Eastern Samar	Municipal Ordinance Mun Ord  23-2005	null	2002	30	0
Nabungsod Island Marine Reserve	null Maydolong Eastern Samar	NA	null	2000	30	0
Salvacion/Inasan Maete Reef	null Roxas Palawan	MO 339 s.2007	null	2007	30	0
Brgy. Burgos Marine Sanctuary Project	null Daram Samar	NA	null	0	30	0
Kasay MPA	null San Fernando City (Capital) La Union	City Ordinance 2004-010, City Fisheries Code 2010	null	2006	30	100
Imba Fish Sanctuary	null Caluya Antique	NA	null	1989	30	0
Brgy. Cabac Marine Sanctuary & Reserve Dev't	null Daram Samar	NA	null	0	30	0
Fortune Island Tourist Zone & Marine Reserve	null Nasugbu Batangas	Proclamation PP# 1801	null	1978	30	0
Puting Balas Marine Protected Area	Punta Panaon Misamis Occidental	Municipal Ordinance	null	2003	30	0
Sta. Rosa Fish Sanctuary	null Tabango Leyte	Resolution Res. No. 02-1997	null	1997	30	0
Pasig Reef Fish Sanctuary	null Maydolong Eastern Samar	Municipal Ordinance No copy obtained from SB office; Ord. No. 004-06 (BFAR data)	null	2000	30	0
Tujod Fish Sanctuary	Herrera Naujan Oriental Mindoro	Municipal Ordinance No. 54  Series of 2005	Oriental Mindoro Marine Protected Area And Fishery Law Enforcement Network (Ommpafle Network)	2006	30	0
Hilantagaan Diyut Marine Sanctuary	null Santa Fe Cebu	NA	null	2006	30	0
Villareal Lampirong Reserve	null Basay Negros Oriental	Municipal Ordinance Res. No. No. 663; City Ord. No. 40	null	2003	30	0
Danlagan Fish Sanctuary	null Padre Burgos Quezon	Municipal Ordinance MO	null	2005	30	0
Camudmud Marine Protected Area	Camudmud Island Garden City of Samal Davao Del Norte	Municipal Ordinance City Ord. No. 2010-160	Davao Gulf Marine Protected Area Network Plan	2010	30	0
Tindog Marine Sanctuary	Tindog Medellin Cebu	Municipal Ordinance MO# 09-2003	null	1993	30	0
Guinhawa Fish Sanctuary	null Quezon Quezon	Municipal Ordinance MO	null	2000	30	0
Caorasan Fish Sanctuary & Marine Reserve	null Bula Camarines Sur	Municipal Ordinance Municipal Ordinance No. 07 series 2005	null	2005	30	0
Nasingin Marine Sanctuary	Nasingin Jetafe Bohol	Municipal Ordinance Mun Ord 08-2002	null	2002	30	0
Paclasan Fish Sanctuary	Paclasan Roxas Oriental Mindoro	Municipal Ordinance No. 01, Series of 2012	null	2012	30	0
New Argao Fish Sanctuary	New Argao Malita Davao Del Sur	Mun. Or. No. 033 series of 2003

Mun. Or. No. 016 series of 2008	Davao Gulf Marine Protected Area Network Plan	2003	30	0
Stella Mariz Fish Sanctuary	Calima Pola Oriental Mindoro	Municipal Ordinance No. 2013-04	null	2013	30.12	0
Burabod Gamay Fish Sanctuary and Fishery Reserve	NA	-	null	2006	30.3203	0
Mantatao Marine Sanctuary	Mantatao Calape Bohol	Barangay Ordinance Brgy. Ord., Mun Ord  13-2003	null	2003	30.39	0
Colon Marine Sanctuary	Colon Maasim Sarangani	An Ordinance Establishing a Marine Sanctuary in Barangay Colon, Maasim Sarangani Province (Ordinance No. 06-021)	null	2006	30.68	0
Pagudpud (Saud-Caparispisan) Fish Sanctuary	Caparispisan Pagudpud Ilocos Norte	MO # Establishing the Pagudpud Fish Sanctuaries	null	2008	30.86	0
Hingutungan Fish Sanctuary	Hingatungan Silago Southern Leyte	Municipal Ordinance No. 2000-34	null	2000	31.01	0
San Antonio MPA	null Cateel Davao Oriental	NA	null	0	31.05	0
Brgy. Malcampo Marine Protected Area	null null null	Brgy. Resolution No. 18 s 2007

MO 339, s 2007



(Coral Reef 1)

(Coral Reef 2:

119.28732,10.27553

119.33237,10.21816

119.3426,10.22557

119.31691,10.30583	null	2007	31.6	2551.6
Tagana-An Marine Sanctuary	Opong Tagana-An Surigao Del Norte	Ordinance No. 07 Series of 2010	null	2010	31.726	20.746
Guiwanon Marine Sanctuary	Guiwanon Bantayan Cebu	Municipal Ordinance No. 08 Series of 1999 (to be amended)	null	2000	31.8	0
Buan Fish Sanctuary	Buan Panglima Sugala (Balimbing) Tawi Tawi	PS-09-003 S-2009	null	2009	31.84	0
Batong Diyut Marine Sanctuary (Brgy. Luyang)	null Carmen Cebu	Municipal Ordinance MO# 3C-1999, MO# 2005-02	null	1997	31.98	0
Laiya Ibabao Submarine Garden Marine Reserve	Laiya-Ibabao San Juan Batangas	Municipal Ordinance No. 07-2006 / RA 8550	null	2006	32	0
Busogon Fish Sanctuary	null San Remigio Cebu	Municipal Ordinance Mun Ord  44-2003	null	2003	32	0
Divinubo Fish Sanctuary	null Borongan Eastern Samar	Municipal Ordinance Mun. Ord No. 23-2005	null	2002	32	0
Victoria Fish & Seagrass Sanctuary	Victoria San Remigio Cebu	Municipal Ordinance Mun Ord  46-2003	null	2003	32	0
Tambongon Fish Sanctuary	Tambongon San Remigio Cebu	Municipal Ordinance Mun Ord 43-2003	null	2003	32	0
San Pedro Fish Sanctuary	San Pedro Island Hinunangan Southern Leyte	Municipal Ordinance No. 2000-02	null	2000	32	0
Hilotongan Marine Protected Area	Hilotongan Bantayan Cebu	MO 2007	null	2007	32	0
Villa Enage Fish Sanctuary	NA	-,	null	2006	32.4126	0
Ambao Fish Sanctuary & Marine Reserve	Ambao Hinundayan Southern Leyte	Municipal Ordinance No. 2000-33	null	2000	32.5	0
Tagkuti Reef Fish Sanctuary	null Puerto Princesa City Palawan	NA	null	0	32.68	0
Libertad Marine Protected Area	null Poro Cebu	Municipal Ordinance No. 4 Series of 2005	null	2005	33	1
San Isidro Marine Fish Sanctuary	San Isidro Surigao City Surigao Del Norte	Ord. No. 281 Series of 2008	null	2008	33	0
Cayam-Malinao Marine Sanctuary	null Garcia Hernandez Bohol	Municipal Ordinance Mun. Ord. (specific number not obtained)	null	2001	33	0
Libertad Marine Sanctuary	null Poro Cebu	Municipal Ordinance MO# 4-2005	null	2002	33	0
Pagudpud (Puro) Fish Sanctuary	Burayoc Pagudpud Ilocos Norte   / Poblacion 1 Pagudpud Ilocos Norte	MO # Establishing the Pagudpud Fish Sanctuaries	null	2008	33.33	0
Ichon - Amparo Marine Protected Area	Amparo Macrohon Southern Leyte   / Ichon Macrohon Southern Leyte	NA	null	2014	33.34	0
Batabat Coral Reef Reserve	null Barbaza Antique	Municipal Ordinance Mun. Ord. (specific number not obtained)	null	1997	33.47	0
Santa Cruz Marine Sanctuary	null null null	MO No 01-2004	null	2004	33.51	0
Villa Libertad Mangrove Management Area	Villa Libertad El Nido (Bacuit) Palawan	PD 2152, BR 2008-18	null	2008	33.7	0
Betaog Fish Sanctuary	Betaog Lawaan Eastern Samar	MFO No. 03 - 2003	null	2002	34	1
Can-Usod Fish Sanctuary	Betaog Lawaan Eastern Samar	Municipal Ordinance No. 03, Series of 2003	null	2003	34	1
Sibukwan Marine Sanctuary	null Ubay Bohol	Municipal Ordinance Mun Ord  07-2006	null	2002	34	0
Telbang PLS /Marine Protected Area	Telbang Alaminos Pangasinan	Proclamation PP# 156, CO# 15-2001	null	1993	34.09	0
Port Lamon Fish Sanctuary	Port Lamon Hinatuan Surigao Del Sur	Barangay Ordinance BO# 13-s-1999, VM-272	null	1999	35	0
Baguan Island Marine Turtle Sanctuary	null null Tawi Tawi	Admin Order MNR AO# 8	null	1982	35	0
Poblacion Marine Protected Area	Poblacion Cortes Surigao Del Sur	Municipal Ordinance No. 2 series of 2006	Lanuza Bay Development Alliance (LBDA)	2002	35	0
Palo Fish Sanctuary (Brgy. Paras)	null Palo Leyte	Municipal Ordinance MO# 94-03 & BFAR AO	null	0	35	0
Nogas Island Fish Sanctuary	null Anini-Y Antique	NA	null	1993	35	0
Tulang Marine Fish Sanctuary	Tulang Jetafe Bohol	Municipal Ordinance Mun Ord 8-2002	null	2003	35	0
Burgos Fish Sanctuary	Ablan Sarat Burgos Ilocos Norte   / Bayog Burgos Ilocos Norte	MO 2002-011	null	2002	35	0
Burgos Fish Sanctuary	Ablan Sarat Burgos Ilocos Norte   / Bayog Burgos Ilocos Norte	MO 2002-011	null	2002	35	0
Burgos Fish Sanctuary	Ablan Sarat Burgos Ilocos Norte   / Bayog Burgos Ilocos Norte	MO 2002-011	null	2002	35	0
Burgos Fish Sanctuary	Ablan Sarat Burgos Ilocos Norte   / Bayog Burgos Ilocos Norte	MO 2002-011	null	2002	35	0
San Pablo Marine Sanctuary	San Pablo Island Hinunangan Southern Leyte	Municipal Ordinance No. 04 Series of 2012	null	2012	35	0
Ragnas Marine Protected Area	Bagacay Gubat Sorsogon	N/A	null	2012	35	0
Siay Seagrass Mangrove Protected Area	Laih Siay Zamboanga Sibugay	[none yet]	null	2011	35	30
San Pablo Fish Sanctuary	San Pablo Island Hinunangan Southern Leyte	Municipal Ordinance No. 1999-08	null	1999	35	0
Cogon Marine Protected Area	Cogon Island Garden City of Samal Davao Del Norte	CO # 2001-51	Davao Gulf Marine Protected Area Network Plan	2009	35.13	170.47
Conalum Marine Sanctuary	null Inopacan Leyte	NA	null	1996	35.67	0
Puertobello Marine Sanctuary	Puertobello Tudela Cebu	Municipal Ordinance No. 1 Series of 2004	null	2004	36	1
Bontangige Marine Sanctuary	null San Fernando Romblon	NA	null	2003	36	0
Santos Reef Marine Sanctuary	null Puerto Princesa City Palawan	Municipal Ordinance Ordinance No. 338: An Ordinance Declaring the Coastal and Marine Areas at the Santos Reef located at Honda Bay, Bgy. Maruyugon, Puerto Princesa City, as Marine Sanctuary	null	2007	36	0
Brgy. Bonifacio Aquino Marine Protected Area	Bonifacio Aquino Magsaysay Misamis Oriental	Municipal Ordinance MO# 01-2000	null	2000	36	0
Guinbirayan Fish Sanctuary	null Santa Fe Romblon	NA	null	1995	36	0
Barobaybay Fish Sanctuary	null Lavezares Northern Samar	Resolution Res. No. 27-2004	null	2004	36	0
Pacao Marine Reserve Area	null Villareal Samar	Municipal Ordinance Mun. Ord. (specific number not obtained)	null	0	36.08	0
Brgy.Tumarbong Marine Protected Area	null null null	Barangay Resolution No. 42 S 2007

MO 339 s 2007



with Coral Reefs 1,2,3, seagrass	null	2007	36.43	1896.43
San Isidro Reef	null Calatrava Negros Occidental	MO No. 12 s of 2010	Campalabo-San Isidro-Tinangisan Reef Complex MPA

EO No. 06 s of 2012	Creation of Municipal PAMB	null	2010	36.48	0
Bucana Community-Managed Marine Area	null El Nido (Bacuit) Palawan	BR	null	2009	36.6	0
Punta Dumalag Marine Protected Area	null Davao City Davao Del Sur	-	null	2007	37	0
Gata Fish Sanctuary	Gata Caramoan Camarines Sur	Municipal Ordinance No. 3, series of 2011 (July 25), amended 6 August 2012	null	2011	37.362	0
Harka Piloto Fringing Fish Sanctuary	Lazareto City of Calapan Oriental Mindoro	Resolution No. 390 City Ordinance No.10 (formerly Resolution No. 06 City Ordinance No.2)	null	2003	37.44	1
Pinamgo Marine Sanctuary	Pinamgo Bien Unido Bohol	Municipal Ordinance No. 2000-21;

Municipal Ordinance No. 2002-02;

Municipal Ordinance No. 2007-24	null	2000	37.8	0
Igang Bay Marine Sanctuary	null null null	Municipal Ordinance 2-2016	null	2016	38.16	0
Puertobello Fish Sanctuary	null Tudela Cebu	Municipal Ordinance MO# 1-2004	null	2004	39.1	0
Sumilon Island Fish Sanctuary	null Oslob Cebu	Combination BFAR-FAO 123 of 1980, Resolution #13 Series of 1990	null	1980	39.753	0
Calaguas Islands Fish Sanctuary	Pinagtigasan Vinzons Camarines Norte	Calaguas Island Fish Sanctuary Ordinance	null	2006	40	1
Calanga Marine Sanctuary	San Agustin Iba Zambales	NA	null	2005	40	0
San Antonio, New Tambo, Tuburan and Uno Fish Sanctuary	San Antonio (Looy) Katipunan Zamboanga Del Norte   / New Tambo Katipunan Zamboanga Del Norte   / Tuburan Katipunan Zamboanga Del Norte	NA	null	0	40	0
Gubat Marine Reserve	null Tabaco Albay	Municipal Ordinance MO# 2001-002	null	2001	40	0
Tinaytay Reef Fish Sanctuary	Bitaogan San Isidro Davao Oriental	Municipal Ordinance MO# 117	Davao Gulf Marine Protected Area Network Plan	1996	40	0
Panduma-Alindahaw-Lower Bayao-San Carlos (PALS) Marine Protected Area	Panduma Senior Tukuran Zamboanga Del Sur   / Alindahaw Tukuran Zamboanga Del Sur   / Lower Bayao Tukuran Zamboanga Del Sur   / San Carlos Tukuran Zamboanga Del Sur	Municipal Ordinance Municipal CRM Code (MO No. 13-04 Series of 2004)	null	2004	40	0
Nagpawikan Reef Fish Sanctuary	null Puerto Princesa City Palawan	Municipal Ordinance Ordinance No. 415: An Ordinance Declaring the Coastal and Marine Areas at the Nagpawikan Reef , located at Bgy. Langogan, Puerto Princesa City, as Fish Sanctuary.	null	2009	40	0
Cotmo & Pinamasagan	null San Fernando Camarines Sur	NA	null	0	40	0
Sabang Reef Fish Sanctuary (Binduyan)	null Puerto Princesa City Palawan	Municipal Ordinance Ordinance No. 192. An Ordinance Declaring Sabang Reef as Fish Sanctuary	null	2002	40	0
Pacatin Fish Sanctuary	null Pitogo Quezon	Municipal Ordinance MO	null	2001	40	0
Antipolo Marine Reserve	null Tuburan Cebu	Municipal Ordinance Mun Ord  41-2001; Pres. Proc. No. 1234- Tan0n Strait Protected Seascape	null	2001	40	0
Sto. Nino-Basiawan Fish Sanctuary	null Santa Maria Davao Del Sur	NA	Davao Gulf Marine Protected Area Network Plan	1999	40	0
Danao Marine Sancuary	null Danao City Cebu	Municipal Ordinance CO# 43-06	null	2007	40	0
Maujao Fish Sanctuary	Maujao Bulalacao Oriental Mindoro	MPA Ordinance No. 12-03-127	Oriental Mindoro Marine Protected Area And Fishery Law Enforcement Network (Ommpafle Network)	2009	40	0
Gubat Marine Reserve and Fish Sanctuary	Rizal Gubat Sorsogon   / Bagacay Gubat Sorsogon	Municipal Ordinance No. 2012-003 (An ordinance establishing fish sanctuary at barangay Bagacay and Rizal, Gubat, Sorosogon, amending for the purpose section 2 & 3 of Article D, Chapter XI of the administrative code of the municipality of Gubat, Sorsogon.	null	2012	40	50
Limasawa Fish Sanctuary	San Agustin Limasawa Southern Leyte   / Lugsongan Limasawa Southern Leyte	NA	null	2008	40	0
Taytayen Etayo Marine Reserve	Papaya Nasugbu Batangas	Ordinance No. 23, Resolution No. 52 Series 2009	null	2009	40.49	0
Campalabo Reef	null Calatrava Negros Occidental	MO No. 12 s of 2010	Campalabo-San Isidro-Tinangisan Reef Complex MPA

EO No. 06 s of 2012	Creation of Municipal PAMB	null	2010	40.96	0
San Miguel Bay	null San Miguel Leyte	NA	null	0	41	0
Tenga Fish Sanctuary	null Narra Palawan	Municipal Ordinance No. 159, 2005	null	2005	41.0998	0
Silonay Mangrove Reserve	Silonay City of Calapan Oriental Mindoro	Resolution No. 390 City Ordinance No.10	null	2010	41.3	0
Puno Point Marine Reserve	null Guiuan Eastern Samar	NA	null	1994	41.4	0
Esperanza Marine Sanctuary	Esperanza Poro Cebu	Municipal Ordinance No. 3 Series of 2004	null	2004	42	1
Tapul Reef Fish Sanctuary	null Puerto Princesa City Palawan	NA	null	0	42	0
Hulao-hulao Fish Sanctuary	NA	Municipal Ordinance Mun. Ord. 2000-58	null	1996	42	32
Poblacion Fish Sanctuary	Poblacion (Carmen) Carmen Agusan del Norte	Municipal Fisheries Ordinance no.5 series of 2003	null	2003	42	0
Balabag Marine Sanctuary	null Cagayancillo Palawan	MO 01-2009	null	2009	42.04	0
Bani Mangrove Marine Protected Area	null Bani Pangasinan	Municipal Ordinance Municipal Ordinance No. 2001-01	null	2001	42.25	0
Takot Siari MPA	null Talusan Zamboanga Sibugay	NA	null	2003	42.5	0
Nakanmuan Marine Sanctuary	Nakanmuan Sabtang Batanes	NA	null	0	42.626	0
Mabahin Fish Sanctuary	Mabahin Cortes Surigao Del Sur	Municipal Ordinance MO# 15-97	Lanuza Bay Development Alliance (LBDA)	1997	42.8498	0
Uba  Marine Protected Area	Uba Cortes Surigao Del Sur	Municipal Ordinance MO# 05-s-2005

Municipal Ordinance No. 2 series of 2006	Lanuza Bay Development Alliance (LBDA)	2005	43	0
Batong Buhay Marine Sanctuary	null Mabini Batangas	MO 05-2010	null	2009	43	0
Sitangkai North Lagoon Marine Protected Area	Tongmageng Sitangakai Tawi Tawi   / North Larap Sitangakai Tawi Tawi   / South Larap Sitangakai Tawi Tawi   / null Sitangakai Tawi Tawi	ORDINANCE NO. 06-069 SITANGKAI MARINE PROTECTED AREA ORDINANCE OF 2006	null	2006	43.17	0
Tinagong Dagat Marine Protected Area	null Narra Palawan	MO #159 Series of 2005	null	2005	43.25819	0
Lomboy-Kahayag Fish Sanctuary	Lomboy Calape Bohol   / Kahayag Calape Bohol	Municipal Ordinance Mun Ord 14-2003; Mun Ord 11-1995 amended 2001; RA 7686	null	1999	43.28	0
Lobo Mangrove Forest Conservation Area	null Lobo Batangas	RA 8550/for approval of SB	Batangas Marine Protected Area And Bantay Dagat Network	2001	43.54	0
Kagana Marine Protected Area	Ganayon Lianga Surigao Del Sur	Municipal Resolution No. 127 - 01; BDC Resolution No. 1, Series of 2001	null	2001	43.6	78.94
Capasuan Vatang-Charakuhan Marine Sanctuary	San Vicente (Igang) Ivana Batanes	aaa	null	0	43.745	0
Kamanga Marine Ecotourism Park and Sanctuary	Tinoto Maasim Sarangani   / Kamanga Maasim Sarangani	An Ordinance Establishing a Marine Ecotourism Park and Sanctuary in Barangay Kamanga, Municipal Waters of Maasim, Province of Sarangani (Ordinance No. 06-020)	null	2006	43.85	0
Tanghaligue Marine Sanctuary	Tanghaligue Talibon Bohol	Municipal Ordinance Mun Ord 91-2000	null	2000	43.9	0
Tondon Fish Sanctuary	null Panglima Sugala (Balimbing) Tawi Tawi	Municipal Ordinance BR# 1-s-2007, MO# 07-001	null	2007	43.97	0
Monbon Fish Sanctuary	Barangay Poblacion 6 Lawaan Eastern Samar   / Barangay Poblacion 2 Lawaan Eastern Samar	Municipal ordinance no. 02 series of 1996   Municipal ordinance no. 04 series of 1994	null	1995	44.1	1
